transaction_id,transaction_date,weekday,customer_id,store_id,product_id,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,unit_cost,gross_profit,margin_pct,payment_method,channel,promotion_applied,promotion_type,weather_conditions,holiday_flag,inventory_level,stockout_flag,forecasted_demand,actual_demand,forecast_error,return_flag,satisfaction_score
20230014,2023-03-23,Thursday,20550,136,1001,4.0,614.74,0.0,2458.96,0.0,2458.96,419.73,780.04,0.3172235416598887,Gift Card,Online,False,None,Cloudy,False,487,False,415,525,110.0,True,1.0
20230015,2023-12-24,Sunday,20789,148,1043,4.0,124.44,0.05,497.76,24.888,472.872,75.88,169.352,0.35813497098580593,Credit Card,In-Store,True,BOGO,Cloudy,True,196,False,325,348,23.0,True,4.0
20230016,2023-12-08,Friday,20645,105,1001,2.0,674.35,0.17,1348.7,229.279,1119.421,419.73,279.961,0.25009446847968725,EBT,Online,True,Manufacturer Rebate,Cloudy,False,229,False,91,89,-2.0,True,3.0
20230017,2023-03-13,Monday,20922,109,1011,1.0,885.34,0.15,885.34,132.801,752.539,618.67,133.869,0.17788978378529224,Cash,Online,True,Manufacturer Rebate,Windy,False,142,False,55,68,13.0,False,4.0
20230018,2024-02-11,Sunday,20747,133,1046,3.0,567.11,0.0,1701.33,0.0,1701.33,345.33,665.34,0.3910705154202888,Credit Card,Mobile App,False,None,Stormy,False,210,False,83,114,31.0,False,2.0
20230019,2023-12-15,Friday,20876,122,1040,2.0,89.42,0.3,178.84,53.652,125.188,47.28,30.628,0.2446560373198709,Gift Card,Mobile App,True,Bundle Deal,Stormy,False,306,False,340,244,-96.0,False,5.0
20230020,2023-10-16,Monday,20834,149,1046,3.0,574.74,0.0,1724.22,0.0,1724.22,345.33,688.23,0.3991544002505481,EBT,Online,False,None,Sunny,False,376,False,46,49,3.0,False,4.0
20230021,2024-04-15,Monday,20615,125,1029,1.0,2184.26,0.25,2184.26,546.065,1638.195,1429.66,208.535,0.12729559057377177,Digital Wallet,Online,True,Bundle Deal,Cloudy,False,41,False,178,201,23.0,False,3.0
20230022,2024-07-17,Wednesday,20297,124,1026,7.0,214.8,0.0,1503.6,0.0,1503.6,130.01,593.53,0.3947392923649908,Cash,Curbside Pickup,False,None,Cloudy,False,452,False,185,221,36.0,False,1.0
20230023,2024-11-18,Monday,20393,110,1022,2.0,313.22,0.0,626.44,0.0,626.44,187.99,250.46,0.3998148266394228,Gift Card,Mobile App,False,None,Sunny,False,69,False,104,138,34.0,False,5.0
20230024,2024-05-19,Sunday,20939,108,1001,2.0,636.21,0.0,1272.42,0.0,1272.42,419.73,432.96,0.34026500683736505,Credit Card,Mobile App,False,None,Sunny,False,463,False,375,336,-39.0,False,5.0
20230025,2023-07-12,Wednesday,21051,142,1020,4.0,339.73,0.0,1358.92,0.0,1358.92,190.07,598.64,0.44052630029729495,Digital Wallet,Online,False,None,Cloudy,False,36,False,140,94,-46.0,False,1.0
20230026,2023-04-20,Thursday,20780,104,1010,2.0,407.44,0.13,814.88,105.9344,708.9456,261.42,186.1056,0.26251040982552115,Cash,In-Store,True,Loyalty Reward,Snowy,False,79,False,419,527,108.0,False,3.0
20230027,2024-04-11,Thursday,20304,136,1024,4.0,509.67,0.0,2038.68,0.0,2038.68,283.62,904.2,0.4435222791217847,Gift Card,In-Store,False,None,Stormy,False,492,False,139,192,53.0,False,2.0
20230028,2024-11-06,Wednesday,20484,111,1017,7.0,133.36,0.0,933.52,0.0,933.52,93.3,280.42,0.30038992201559694,Cash,In-Store,False,None,Sunny,False,310,False,205,186,-19.0,False,3.0
20230029,2023-05-23,Tuesday,21150,117,1032,1.0,959.16,0.23,959.16,220.6068,738.5532,572.31,166.2432,0.22509306032388732,Gift Card,Online,True,Manufacturer Rebate,Snowy,False,418,False,266,333,67.0,False,3.0
20230030,2023-04-04,Tuesday,20392,137,1018,3.0,343.77,0.0,1031.31,0.0,1031.31,198.14,436.89,0.42362626174477125,EBT,Online,False,None,Rainy,False,163,False,447,369,-78.0,False,4.0
20230031,2023-03-08,Wednesday,20408,103,1015,7.0,248.96,0.0,1742.72,0.0,1742.72,149.38,697.06,0.3999839331619538,EBT,Online,False,None,Cloudy,False,23,True,346,268,-78.0,False,2.0
20230032,2023-12-03,Sunday,20412,142,1029,2.0,2143.36,0.0,4286.72,0.0,4286.72,1429.66,1427.4,0.33298186025679305,Credit Card,In-Store,False,None,Sunny,False,433,False,418,584,166.0,False,3.0
20230033,2024-11-13,Wednesday,20327,135,1033,2.0,824.83,0.0,1649.66,0.0,1649.66,465.85,717.96,0.4352169537965399,Credit Card,Curbside Pickup,False,None,Snowy,False,212,False,429,330,-99.0,False,2.0
20230034,2024-07-10,Wednesday,20559,142,1022,3.0,327.14,0.0,981.42,0.0,981.42,187.99,417.45,0.4253530598520511,Debit Card,Online,False,None,Rainy,False,228,False,30,39,9.0,False,3.0
20230035,2024-12-11,Wednesday,20254,130,1015,4.0,233.84,0.28,935.36,261.9008,673.4592,149.38,75.9392,0.11275991181054476,Digital Wallet,In-Store,True,Percentage Discount,Sunny,False,384,False,359,510,151.0,False,5.0
20230036,2023-05-31,Wednesday,20314,123,1035,1.0,731.35,0.0,731.35,0.0,731.35,403.28,328.07,0.44858139057906615,Debit Card,Mobile App,False,None,Snowy,False,20,True,310,397,87.0,False,1.0
20230037,2024-08-21,Wednesday,20058,123,1034,1.0,1592.13,0.0,1592.13,0.0,1592.13,1145.68,446.45,0.2804105192415192,Cash,Mobile App,False,None,Rainy,False,368,False,416,586,170.0,False,5.0
20230038,2023-04-12,Wednesday,20585,116,1009,2.0,1805.99,0.0,3611.98,0.0,3611.98,1077.88,1456.22,0.40316391563629916,EBT,Online,False,None,Stormy,False,176,False,191,121,-70.0,False,2.0
20230039,2024-09-21,Saturday,20431,106,1017,1.0,121.67,0.0,121.67,0.0,121.67,93.3,28.37,0.23317169392619383,Cash,In-Store,False,None,Rainy,False,1,True,165,115,-50.0,False,3.0
20230040,2024-10-13,Sunday,20913,119,1038,1.0,144.39,0.0,144.39,0.0,144.39,88.81,55.58,0.38492970427314904,Digital Wallet,Mobile App,False,None,Cloudy,False,46,False,471,398,-73.0,False,2.0
20230041,2023-02-05,Sunday,20671,133,1024,2.0,492.46,0.0,984.92,0.0,984.92,283.62,417.68,0.42407505178085525,Debit Card,Online,False,None,Snowy,False,101,False,255,193,-62.0,False,4.0
20230042,2024-05-28,Tuesday,20325,109,1005,2.0,1080.75,0.25,2161.5,540.375,1621.125,774.22,72.685,0.04483614773691106,Cash,Mobile App,True,BOGO,Sunny,False,295,False,448,559,111.0,False,5.0
20230043,2024-02-22,Thursday,20783,108,1037,3.0,382.16,0.0,1146.48,0.0,1146.48,270.26,335.7,0.2928092945363199,Digital Wallet,Mobile App,False,None,Snowy,False,465,False,136,154,18.0,False,1.0
20230044,2023-12-29,Friday,20429,114,1001,2.0,640.12,0.0,1280.24,0.0,1280.24,419.73,440.78,0.3442948197213022,Digital Wallet,Mobile App,False,None,Rainy,False,462,False,424,497,73.0,False,5.0
20230045,2024-02-17,Saturday,20575,137,1039,1.0,102.06,0.0,102.06,0.0,102.06,71.53,30.53,0.29913776210072507,Cash,Online,False,None,Rainy,False,507,False,324,265,-59.0,False,2.0
20230046,2024-12-02,Monday,20748,115,1012,1.0,250.87,0.0,250.87,0.0,250.87,173.37,77.5,0.30892494120460795,Digital Wallet,Mobile App,False,None,Cloudy,False,500,False,409,536,127.0,False,2.0
20230047,2024-12-23,Monday,20589,122,1001,4.0,671.21,0.0,2684.84,0.0,2684.84,419.73,1005.92,0.3746666468020441,Digital Wallet,Mobile App,False,None,Windy,False,111,False,35,31,-4.0,False,3.0
20230048,2024-10-16,Wednesday,20746,124,1025,3.0,567.25,0.0,1701.75,0.0,1701.75,301.28,797.91,0.46887615689731166,Credit Card,Curbside Pickup,False,None,Cloudy,False,235,False,211,204,-7.0,False,4.0
20230049,2023-08-13,Sunday,21063,136,1026,7.0,238.38,0.0,1668.66,0.0,1668.66,130.01,758.59,0.454610286097827,Digital Wallet,In-Store,False,None,Stormy,False,232,False,418,473,55.0,False,2.0
20230050,2024-12-12,Thursday,20789,146,1012,4.0,238.39,0.0,953.56,0.0,953.56,173.37,260.08,0.27274634003104153,Digital Wallet,In-Store,False,None,Sunny,False,269,False,144,183,39.0,False,1.0
20230051,2023-09-28,Thursday,20919,115,1013,5.0,171.81,0.32,859.05,274.896,584.154,118.75,-9.596,-0.01642717502576376,Digital Wallet,Curbside Pickup,True,Clearance,Windy,False,113,False,206,267,61.0,False,3.0
20230052,2023-10-09,Monday,20758,105,1030,1.0,841.91,0.0,841.91,0.0,841.91,569.19,272.72,0.32393011129455634,Cash,Curbside Pickup,False,None,Sunny,False,178,False,65,57,-8.0,False,5.0
20230053,2023-05-21,Sunday,20691,113,1028,2.0,748.4,0.0,1496.8,0.0,1496.8,494.36,508.08,0.339444147514698,Debit Card,Curbside Pickup,False,None,Sunny,False,290,False,180,142,-38.0,False,2.0
20230054,2024-06-12,Wednesday,20013,110,1025,1.0,560.66,0.0,560.66,0.0,560.66,301.28,259.38,0.46263332500980986,Digital Wallet,Online,False,None,Sunny,False,383,False,62,68,6.0,False,2.0
20230055,2024-11-15,Friday,21115,123,1047,2.0,392.53,0.05,785.06,39.253,745.807,273.17,199.467,0.26745123068032334,Credit Card,Mobile App,True,Bundle Deal,Sunny,False,90,False,321,319,-2.0,True,1.0
20230056,2024-09-30,Monday,20663,141,1038,2.0,148.6,0.0,297.2,0.0,297.2,88.81,119.58,0.4023553162853297,Credit Card,Mobile App,False,None,Snowy,False,478,False,146,124,-22.0,False,5.0
20230057,2023-11-22,Wednesday,21105,142,1007,2.0,1097.21,0.15,2194.42,329.163,1865.257,637.12,591.017,0.31685553250838894,Gift Card,Curbside Pickup,True,Bundle Deal,Snowy,False,50,False,410,249,-161.0,False,1.0
20230058,2023-09-21,Thursday,20533,116,1004,4.0,662.73,0.29,2650.92,768.7668,1882.1532,445.03,102.0332,0.0542108899530603,Gift Card,In-Store,True,Clearance,Snowy,False,23,True,441,365,-76.0,False,4.0
20230059,2023-08-17,Thursday,20484,101,1033,2.0,811.38,0.08,1622.76,129.8208,1492.9392,465.85,561.2392,0.3759290398430157,Cash,Mobile App,True,BOGO,Sunny,False,457,False,401,312,-89.0,False,1.0
20230060,2024-11-12,Tuesday,21004,138,1043,1.0,122.52,0.0,122.52,0.0,122.52,75.88,46.64,0.38067254325824357,Cash,In-Store,False,None,Windy,False,88,False,82,50,-32.0,False,4.0
20230061,2023-05-22,Monday,20928,135,1008,2.0,668.99,0.0,1337.98,0.0,1337.98,397.4,543.18,0.40597019387434796,Cash,Curbside Pickup,False,None,Sunny,False,271,False,209,182,-27.0,False,1.0
20230062,2024-09-13,Friday,20472,138,1048,3.0,286.51,0.18,859.53,154.7154,704.8146,184.37,151.7046,0.2152404334416454,EBT,Mobile App,True,Bundle Deal,Stormy,False,130,False,460,604,144.0,False,5.0
20230063,2024-03-23,Saturday,20251,143,1033,1.0,799.77,0.0,799.77,0.0,799.77,465.85,333.92,0.4175200370106405,Gift Card,Curbside Pickup,False,None,Stormy,False,85,False,96,77,-19.0,False,1.0
20230064,2023-11-22,Wednesday,20819,142,1004,2.0,688.61,0.0,1377.22,0.0,1377.22,445.03,487.16,0.353727073379707,Gift Card,Curbside Pickup,False,None,Windy,False,229,False,57,57,0.0,False,1.0
20230065,2024-05-31,Friday,20916,148,1034,1.0,1591.1,0.28,1591.1,445.508,1145.592,1145.68,-0.088,-7.681617888409907e-05,Gift Card,In-Store,True,Loyalty Reward,Rainy,False,453,False,189,132,-57.0,True,2.0
20230066,2023-11-04,Saturday,20142,122,1010,2.0,417.7,0.25,835.4,208.85,626.55,261.42,103.71,0.1655254967680152,EBT,Curbside Pickup,True,Loyalty Reward,Stormy,False,69,False,172,181,9.0,True,1.0
20230067,2024-03-07,Thursday,20550,136,1004,1.0,692.43,0.0,692.43,0.0,692.43,445.03,247.4,0.3572924338922346,Cash,Online,False,None,Windy,False,215,False,419,483,64.0,False,4.0
20230068,2023-12-26,Tuesday,21143,110,1012,6.0,255.29,0.0,1531.74,0.0,1531.74,173.37,491.52,0.3208899682713776,Cash,In-Store,False,None,Snowy,False,434,False,329,365,36.0,False,2.0
20230069,2024-08-13,Tuesday,20462,118,1037,1.0,380.19,0.06,380.19,22.8114,357.3786,270.26,87.1186,0.24377117152509975,Cash,Curbside Pickup,True,Loyalty Reward,Windy,False,425,False,51,35,-16.0,False,5.0
20230070,2024-09-22,Sunday,20522,113,1049,6.0,163.6,0.0,981.6,0.0,981.6,117.26,278.04,0.2832518337408312,Debit Card,In-Store,False,None,Cloudy,False,434,False,99,128,29.0,False,5.0
20230071,2023-01-26,Thursday,21162,127,1036,1.0,1074.72,0.14,1074.72,150.4608,924.2592,738.32,185.9392,0.2011764665150208,Gift Card,Mobile App,True,Clearance,Snowy,False,402,False,174,203,29.0,False,3.0
20230072,2023-05-12,Friday,20597,103,1013,7.0,168.39,0.25,1178.73,294.6825,884.0475,118.75,52.7975,0.059722469663677585,Debit Card,Mobile App,True,Loyalty Reward,Rainy,False,19,True,239,257,18.0,False,2.0
20230073,2023-12-18,Monday,21026,147,1009,2.0,1844.56,0.2,3689.12,737.824,2951.296,1077.88,795.536,0.26955479897644957,Gift Card,Curbside Pickup,True,Manufacturer Rebate,Snowy,False,38,False,427,608,181.0,False,5.0
20230074,2024-01-01,Monday,21193,111,1020,4.0,353.84,0.13,1415.36,183.9968,1231.3632,190.07,471.0832,0.38257047149045864,Debit Card,Curbside Pickup,True,Percentage Discount,Sunny,True,476,False,304,242,-62.0,False,3.0
20230075,2023-06-21,Wednesday,20093,118,1018,3.0,344.3,0.0,1032.9,0.0,1032.9,198.14,438.48,0.4245135056636655,Gift Card,Mobile App,False,None,Snowy,False,263,False,288,208,-80.0,False,1.0
20230076,2023-06-18,Sunday,20576,107,1021,3.0,80.2,0.0,240.6,0.0,240.6,45.04,105.48,0.4384039900249377,Credit Card,Mobile App,False,None,Windy,False,180,False,181,234,53.0,False,1.0
20230077,2024-05-28,Tuesday,20219,121,1012,3.0,235.36,0.0,706.08,0.0,706.08,173.37,185.97,0.2633837525492862,Digital Wallet,In-Store,False,None,Sunny,False,121,False,150,168,18.0,False,2.0
20230078,2023-01-12,Thursday,20219,121,1025,3.0,529.74,0.0,1589.22,0.0,1589.22,301.28,685.38,0.43126816929059547,Digital Wallet,In-Store,False,None,Rainy,False,321,False,334,238,-96.0,False,3.0
20230079,2024-11-23,Saturday,20014,106,1033,1.0,805.29,0.0,805.29,0.0,805.29,465.85,339.44,0.42151274696072216,Cash,Curbside Pickup,False,None,Snowy,False,367,False,183,261,78.0,False,3.0
20230080,2023-06-11,Sunday,20309,126,1038,7.0,144.36,0.08,1010.52,80.8416,929.6784,88.81,308.0084,0.3313063958461335,Digital Wallet,Mobile App,True,BOGO,Cloudy,False,191,False,184,168,-16.0,False,3.0
20230081,2023-05-23,Tuesday,20566,150,1027,5.0,60.8,0.0,304.0,0.0,304.0,37.44,116.8,0.3842105263157895,Credit Card,In-Store,False,None,Stormy,False,427,False,262,272,10.0,False,5.0
20230082,2023-12-20,Wednesday,20783,108,1031,3.0,553.32,0.0,1659.96,0.0,1659.96,402.09,453.69,0.27331381479071787,Cash,Mobile App,False,None,Cloudy,False,343,False,69,50,-19.0,False,5.0
20230083,2024-06-26,Wednesday,20738,125,1019,1.0,1324.83,0.0,1324.83,0.0,1324.83,867.36,457.47,0.3453046806005298,Debit Card,Mobile App,False,None,Stormy,False,352,False,90,64,-26.0,False,3.0
20230084,2023-08-19,Saturday,20606,122,1040,4.0,84.91,0.0,339.64,0.0,339.64,47.28,150.52,0.44317512660464015,Credit Card,Curbside Pickup,False,None,Cloudy,False,229,False,266,253,-13.0,False,5.0
20230085,2023-10-04,Wednesday,20602,148,1008,2.0,614.31,0.0,1228.62,0.0,1228.62,397.4,433.82,0.3530953427422637,Gift Card,Curbside Pickup,False,None,Cloudy,False,68,False,411,341,-70.0,False,3.0
20230086,2024-09-18,Wednesday,21161,112,1031,4.0,557.73,0.0,2230.92,0.0,2230.92,402.09,622.56,0.2790597600989727,Digital Wallet,Mobile App,False,None,Cloudy,False,226,False,460,288,-172.0,False,3.0
20230087,2023-03-29,Wednesday,20909,145,1026,4.0,219.27,0.0,877.08,0.0,877.08,130.01,357.04,0.4070780316504766,Gift Card,Mobile App,False,None,Windy,False,81,False,228,187,-41.0,False,2.0
20230088,2023-12-20,Wednesday,20838,140,1009,2.0,1678.73,0.33,3357.46,1107.9618,2249.4982,1077.88,93.7382,0.04167071571784311,Gift Card,In-Store,True,BOGO,Stormy,False,478,False,80,97,17.0,False,3.0
20230089,2023-11-30,Thursday,21138,142,1025,2.0,531.61,0.06,1063.22,63.7932,999.4268,301.28,396.8668,0.39709441451840205,Credit Card,Online,True,BOGO,Sunny,False,428,False,40,41,1.0,False,3.0
20230090,2023-11-29,Wednesday,20034,126,1040,5.0,91.71,0.0,458.55,0.0,458.55,47.28,222.15,0.484461890742558,Digital Wallet,Online,False,None,Sunny,True,181,False,132,118,-14.0,False,1.0
20230091,2024-04-10,Wednesday,20139,141,1043,2.0,122.94,0.0,245.88,0.0,245.88,75.88,94.12,0.38278835204164635,EBT,In-Store,False,None,Sunny,False,302,False,328,324,-4.0,False,5.0
20230092,2023-03-28,Tuesday,20631,113,1043,5.0,118.15,0.0,590.75,0.0,590.75,75.88,211.35,0.35776555226407114,Cash,Online,False,None,Sunny,False,156,False,183,156,-27.0,False,1.0
20230093,2023-12-25,Monday,20091,117,1023,4.0,128.52,0.0,514.08,0.0,514.08,70.74,231.12,0.4495798319327732,EBT,Mobile App,False,None,Windy,True,44,False,251,291,40.0,False,3.0
20230094,2023-12-18,Monday,20626,115,1024,4.0,474.68,0.0,1898.72,0.0,1898.72,283.62,764.24,0.4025027386871155,Gift Card,Curbside Pickup,False,None,Sunny,False,341,False,329,355,26.0,False,3.0
20230095,2024-07-24,Wednesday,21173,122,1046,4.0,568.04,0.0,2272.16,0.0,2272.16,345.33,890.84,0.3920674600380255,Digital Wallet,Online,False,None,Stormy,False,38,False,302,349,47.0,True,4.0
20230096,2024-11-03,Sunday,20777,124,1013,7.0,177.14,0.11,1239.98,136.3978,1103.5822,118.75,272.3322,0.24677110594933485,EBT,Mobile App,True,Manufacturer Rebate,Snowy,False,264,False,302,276,-26.0,False,1.0
20230097,2024-05-16,Thursday,20508,129,1044,3.0,72.15,0.15,216.45,32.4675,183.9825,46.06,45.8025,0.24895030777383723,EBT,Online,True,Clearance,Sunny,False,208,False,115,93,-22.0,False,2.0
20230098,2024-11-22,Friday,20602,148,1033,2.0,808.16,0.28,1616.32,452.5696,1163.7504,465.85,232.0504,0.1993987714204007,Digital Wallet,Mobile App,True,Bundle Deal,Sunny,False,320,False,166,240,74.0,False,3.0
20230099,2023-11-28,Tuesday,20821,150,1032,2.0,884.22,0.0,1768.44,0.0,1768.44,572.31,623.82,0.352751577661668,Cash,Mobile App,False,None,Windy,True,35,False,110,138,28.0,False,3.0
20230100,2024-02-08,Thursday,20510,109,1047,4.0,400.01,0.23,1600.04,368.0092,1232.0308,273.17,139.3508,0.11310658791971753,Credit Card,In-Store,True,Bundle Deal,Windy,False,85,False,113,94,-19.0,False,2.0
20230101,2023-11-29,Wednesday,20055,107,1022,2.0,327.21,0.0,654.42,0.0,654.42,187.99,278.44,0.42547599400996294,Digital Wallet,In-Store,False,None,Cloudy,True,107,False,245,230,-15.0,False,4.0
20230102,2023-11-11,Saturday,20099,132,1002,2.0,1281.93,0.09,2563.86,230.7474,2333.1126,759.3,814.5126,0.3491098543636514,Credit Card,Mobile App,True,Bundle Deal,Cloudy,False,479,False,261,181,-80.0,False,4.0
20230103,2024-12-16,Monday,20565,121,1044,3.0,68.26,0.07,204.78,14.3346,190.4454,46.06,52.2654,0.2744377128562833,Credit Card,Online,True,Bundle Deal,Sunny,False,456,False,173,174,1.0,False,3.0
20230104,2024-11-16,Saturday,20940,140,1002,1.0,1229.32,0.0,1229.32,0.0,1229.32,759.3,470.02,0.38234145706569483,Gift Card,In-Store,False,None,Cloudy,False,435,False,423,586,163.0,False,5.0
20230105,2023-12-14,Thursday,20255,119,1005,1.0,1104.21,0.3,1104.21,331.263,772.947,774.22,-1.273,-0.0016469434514913839,Debit Card,Curbside Pickup,True,BOGO,Cloudy,False,380,False,306,243,-63.0,False,3.0
20230106,2024-11-29,Friday,20304,136,1018,1.0,348.64,0.0,348.64,0.0,348.64,198.14,150.5,0.43167737494263425,Digital Wallet,Online,False,None,Cloudy,True,219,False,419,462,43.0,False,1.0
20230107,2023-04-01,Saturday,20185,119,1035,3.0,699.85,0.18,2099.55,377.919,1721.631,403.28,511.791,0.2972710180056006,Gift Card,Online,True,Clearance,Cloudy,False,415,False,285,345,60.0,False,4.0
20230108,2023-09-23,Saturday,20438,141,1001,4.0,651.95,0.0,2607.8,0.0,2607.8,419.73,928.88,0.3561929595827901,EBT,In-Store,False,None,Sunny,False,82,False,170,166,-4.0,False,3.0
20230109,2023-09-12,Tuesday,20817,105,1006,3.0,273.17,0.0,819.51,0.0,819.51,163.55,328.86,0.4012885748801112,Credit Card,Online,False,None,Snowy,False,493,False,149,96,-53.0,False,5.0
20230110,2023-10-30,Monday,20413,105,1009,2.0,1771.59,0.0,3543.18,0.0,3543.18,1077.88,1387.42,0.3915748000383835,Gift Card,Mobile App,False,None,Cloudy,False,508,False,391,510,119.0,False,4.0
20230111,2024-06-22,Saturday,20211,125,1029,1.0,2252.14,0.0,2252.14,0.0,2252.14,1429.66,822.48,0.3651993215341852,Digital Wallet,Mobile App,False,None,Snowy,False,431,False,340,321,-19.0,True,5.0
20230112,2023-12-27,Wednesday,20716,113,1027,2.0,58.42,0.16,116.84,18.6944,98.1456,37.44,23.2656,0.2370518902528489,Debit Card,Curbside Pickup,True,Loyalty Reward,Windy,False,15,True,281,226,-55.0,False,4.0
20230113,2024-05-30,Thursday,20561,115,1008,2.0,668.7,0.09,1337.4,120.366,1217.034,397.4,422.234,0.34693689740796074,Digital Wallet,In-Store,True,Loyalty Reward,Sunny,False,147,False,215,306,91.0,False,1.0
20230114,2023-05-17,Wednesday,20740,148,1045,5.0,220.33,0.31,1101.65,341.5115,760.1385,159.92,-39.4615,-0.05191356575150435,Digital Wallet,Curbside Pickup,True,Percentage Discount,Cloudy,False,156,False,478,503,25.0,False,3.0
20230115,2023-12-01,Friday,20531,142,1025,1.0,534.66,0.0,534.66,0.0,534.66,301.28,233.38,0.4365017020162346,Cash,In-Store,False,None,Stormy,False,285,False,308,217,-91.0,False,1.0
20230116,2023-07-17,Monday,20389,130,1022,1.0,334.86,0.0,334.86,0.0,334.86,187.99,146.87,0.43860120647434747,Cash,In-Store,False,None,Rainy,False,200,False,175,122,-53.0,True,5.0
20230117,2024-09-19,Thursday,20482,113,1004,3.0,714.64,0.0,2143.92,0.0,2143.92,445.03,808.83,0.37726687562968775,Gift Card,Curbside Pickup,False,None,Sunny,False,79,False,47,68,21.0,False,1.0
20230118,2024-04-23,Tuesday,21172,125,1025,1.0,559.37,0.12,559.37,67.1244,492.2456,301.28,190.9656,0.38794780491689523,Digital Wallet,Curbside Pickup,True,Loyalty Reward,Snowy,False,167,False,196,167,-29.0,False,2.0
20230119,2024-12-17,Tuesday,20762,136,1015,5.0,248.7,0.25,1243.5,310.875,932.625,149.38,185.725,0.19914220613858735,Credit Card,Online,True,Loyalty Reward,Sunny,False,455,False,292,288,-4.0,False,5.0
20230120,2023-12-14,Thursday,20742,106,1019,2.0,1354.56,0.0,2709.12,0.0,2709.12,867.36,974.4,0.35967399007795886,EBT,Online,False,None,Sunny,False,22,True,209,145,-64.0,False,5.0
20230121,2023-01-14,Saturday,20502,138,1038,2.0,141.5,0.07,283.0,19.81,263.19,88.81,85.57,0.3251263345871803,EBT,Curbside Pickup,True,Clearance,Stormy,False,121,False,450,480,30.0,False,2.0
20230122,2023-12-26,Tuesday,20509,145,1020,1.0,348.37,0.0,348.37,0.0,348.37,190.07,158.3,0.454401928983552,Digital Wallet,Curbside Pickup,False,None,Cloudy,False,369,False,83,73,-10.0,False,3.0
20230123,2023-08-04,Friday,20227,121,1036,2.0,1065.59,0.0,2131.18,0.0,2131.18,738.32,654.54,0.30712562993271325,EBT,In-Store,False,None,Sunny,False,346,False,171,220,49.0,False,3.0
20230124,2024-07-13,Saturday,20870,120,1003,1.0,1779.55,0.2,1779.55,355.91,1423.64,1394.94,28.7,0.02015959090781365,Gift Card,Online,True,Loyalty Reward,Stormy,False,354,False,477,405,-72.0,False,2.0
